cuisine,Categories_final_edit,Date,Name,Street_Address,Amount,Description,City,State,Zip,Clarified_Name,Clarified_Purpose,complete_address,lat,lon
Italian,Gift Dinner For Constituents,12/24/16,Mama Mias,134 main st,184.02,Gift Dinner For Constituents,Kingston,MA,2364,,,"Mama Mias,134 main st,Kingston,MA",41.9873437,-70.7154762
Italian,food,8/1/17,Mandees Pizza,408 essex st,121.21,Pizza For Event,Salem,MA,1970,,,"Mandees Pizza,408 essex st,Salem,MA",42.5180514,-70.9055146
Italian,Dinner For All Staff Meeting,8/18/16,Mario's,60 shaker rd,54.36,Dinner For All Staff Meeting,East Longmeadow,MA,1028,,,"Mario's,60 shaker rd,East Longmeadow,MA",42.06239,-72.513749
Italian,Dining Expense - Dinner with Boston City Councilor and State Rep.,8/1/16,Mario's Ristorante,347 chelsea st,119.49,Dining Expense - Dinner with Boston City Councilor and State Rep.,Boston,MA,2128,,,"Mario's Ristorante,347 chelsea st,East Boston,MA",42.3781299,-71.0288653
Italian,Dinner with 2 East Boston coordinators,11/22/16,Mario's Ristorante,,112.58,Dinner with 2 East Boston coordinators,Boston,MA,2128,,,"Mario's Ristorante,347 chelsea st,Boston,MA",42.3781299,-71.0288653
Italian,Dinner with Colleagues and Principals of East Boston Schools,8/2/16,Mario's Ristorante,347 chelsea st,119.49,Dinner with Colleagues and Principals of East Boston Schools,Boston,MA,2128,,,"Mario's Ristorante,347 chelsea st,East Boston,MA",42.3781299,-71.0288653
Italian,Dinner with Colleagues to Discuss Community Issues,3/31/17,Mario's Ristorante,347 chelsea st,227.94,Dinner with Colleagues to Discuss Community Issues,Boston,MA,02128-1480,,,"Mario's Ristorante,347 chelsea st,Boston,MA",42.3781299,-71.0288653
Italian,Food,9/6/16,Mario's Ristorante,28 warrent st,26.5,Food For Volunteers,Roxbury,MA,2119,,,"Mario's Ristorante,28 warrent st,Roxbury,MA",42.329829,-71.083093
Italian,Food,7/21/17,Mario's Ristorante,347 chelsea st,153.8,Lunch with Colleagues Regarding East Boston Issues,Boston,MA,02128-1480,,,"Mario's Ristorante,347 chelsea st,Boston,MA",42.3781299,-71.0288653
Italian,food,10/30/16,Marshfield Famous Pizza,1941 ocean st,21.77,Pizza For Volunteers - Canvassing,Marshfield,MA,2050,,,"Marshfield Famous Pizza,1941 ocean st,Marshfield,MA",42.0915866,-70.7073852
Italian,Restaurant,12/15/17,Massimino's,207 endicott st,241,Dinner with colleagues after fundraiser,Boston,MA,2101,,,"Massimino's,207 endicott st,Boston,MA",42.366595,-71.057927
Italian,St. Anthony's Feast - Dinner for campaign supporters,8/25/17,Massimino's,207 endicott st,489,St. Anthony's Feast - Dinner for campaign supporters,Boston,MA,2101,,,"Massimino's,207 endicott st,Boston,MA",42.366595,-71.057927
Italian,St. Anthony's Feast - Dinner for campaign supporters,8/25/17,Massimino's,207 endicott st,93,St. Anthony's Feast - Dinner for campaign supporters,Boston,MA,2113,,,"Massimino's,207 endicott st,Boston,MA",42.366595,-71.057927
Italian,Food,2/1/16,Massimino's Cucina Italiana,207 endicott st,720.97,Annual Beanpot Social Dinner with Colleagues,Boston,MA,2113,,,"Massimino's Cucina Italiana,207 endicott st,Boston,MA",42.366595,-71.057927
Italian,Dinner With Campaign Supporters and Charity Event For Italy Earthquake Relief,8/29/16,Massimino's Cucina Italiana,207 endicott st,655.84,Dinner With Campaign Supporters and Charity Event For Italy Earthquake Relief,Boston,MA,2101,,,"Massimino's Cucina Italiana,207 endicott st,Boston,MA",42.366595,-71.057927
Italian,Financial Services Committee members luncheon,4/3/17,Massimino's Cucina Italiana,207 endicott st,440,Financial Services Committee members luncheon,Boston,MA,2101,,,"Massimino's Cucina Italiana,207 endicott st,Boston,MA",42.366595,-71.057927
Coffee,Food,6/20/16,Maverick Marketplace,154 maverick st,34.58,Breakfast/Coffee for Event Volunteers,Boston,MA,2128,,,"Maverick Marketplace,154 maverick st,East Boston,MA",42.3698284,-71.037937
Coffee,food,2/22/16,Maverick Marketplace,154 maverick st,10.22,Coffee with Constituent,Boston,MA,2128,,,"Maverick Marketplace,154 maverick st,East Boston,MA",42.3698284,-71.037937
Chinese,Chinese Food For Election,10/28/16,May's Cafe,367 main st,370,Chinese Food,Medford,MA,2155,May's Cafe,Chinese Food For Election,"May's Cafe,367 main st,Medford,MA",42.4054749,-71.1083572
Chinese,Chinese Food For Senior Event,11/6/17,May's Cafe,"367 main st medford, ma 02155",340,Food,Medford,Ma,2155,,Chinese Food For Senior Event,"May's Cafe,367 main st medford, ma 02155,Medford,Ma",42.4054749,-71.1083572
Chinese,Chinese Food For Senior Event,11/6/17,May's Cafe,"367 main st medford, ma 02155",340,Food,Medford,Ma,2155,,Chinese Food For Senior Event,"May's Cafe,367 main st medford, ma 02155,Medford,Ma",42.4054749,-71.1083572
Chinese,Chinese Food For Senior Event,11/1/17,May's Cafe,"367 main st medford, ma 02155",350,food,Medford,Ma,2155,,Chinese Food For Senior Event,"May's Cafe,367 main st medford, ma 02155,Medford,Ma",42.4054749,-71.1083572
Italian,food,4/20/16,Metro Catering,po box 146800,95.89,Pizza & Beverages For Girl Scout Troop,Boston,MA,2114,,,"Metro Catering,po box 146800,Boston,MA",42.3592439,-71.0623205
Italian,food,8/1/17,Metro Catering,,212.02,Pizza and refreshments for Roxbury Youth Tenants State House visit,Boston,MA,2101,,,"Metro Catering,po box 146800,Boston,MA",42.3592439,-71.0623205
Italian,Pizza For Ota Exchange Students Visit,7/28/16,Metro Catering,po box 146800,108.54,Pizza For Ota Exchange Students Visit,Boston,MA,2114,,,"Metro Catering,po box 146800,Boston,MA",42.3592439,-71.0623205
Italian,pizza for school visit,9/26/17,Metro Catering,1 ashburton pl,103.17,pizza for school visit,Boston,MA,2108,,,"Metro Catering,po box 146800,Boston,MA",42.3592439,-71.0623205
Italian,food,4/1/16,Metro Catering,po box 146800,203.02,Pizza for sttudents visiting state house and lucheon with local elected officials,Boston,MA,2114,,,"Metro Catering,po box 146800,Boston,MA",42.3592439,-71.0623205
Italian,food,5/10/16,Metro Catering,po box 146800,121.71,Pizza for students visiting state house,Boston,MA,2114,,,"Metro Catering,po box 146800,Boston,MA",42.3592439,-71.0623205
Italian,Pizza Lunch For Nauset Regional High School Boys Soccer Team,4/27/17,Metro Catering,po box 146800,186.88,Pizza Lunch For Nauset Regional High School Boys Soccer Team,Boston,MA,2114,,,"Metro Catering,po box 146800,Boston,MA",42.3592439,-71.0623205
Italian,food,7/13/16,Metro Catering,po box 146800,248.29,Senate Democratic Caucus Lunch - Pizza,Boston,MA,2114,,,"Metro Catering,po box 146800,Boston,MA",42.3592439,-71.0623205
Coffee,Coffee For Executives of Gemini Inc Of Burlington,5/5/16,Metro Catering,1 ashburton pl,53.23,Coffee For Executives of Gemini Inc Of Burlington,Boston,MA,2108,,,"Metro Catering,po box 146800,Boston,MA",42.3592439,-71.0623205
Mexican,food,5/22/16,Mexico City Taqueria,union st,531.7,food for fundraiser,Ashland,ma,1721,,,"Mexico City Taqueria,union st,Ashland,ma",42.2556567,-71.467525
Mexican,restaurant,12/1/16,Mexico City Taqueria,rte 135,40.68,meal with constituents discussing upcoming legilation,Ashland,ma,1721,,,"Mexico City Taqueria,rte 135,Ashland,ma",42.2556567,-71.467525
Mexican,restaurant,11/18/16,Mexico City Taqueria,rte 135,60.51,meal with constituents to discuss bill issues,Ashland,ma,1721,,,"Mexico City Taqueria,rte 135,Ashland,ma",42.2556567,-71.467525
Mexican,Food,12/15/17,Mexico Lindo Restaurant,5 pleasant st,67.12,Lunch Meeting With Campaing Staff To Discuss District Issue,Methuen,MA,1844,,,"Mexico Lindo Restaurant,5 pleasant st,Methuen,MA",42.7282519,-71.1868367
Mexican,Food,11/4/16,Mezcal Tequila Cantina,,43.95,Election Day Lunch for Supporters,Worcester,MA,1601,,,"Mezcal Tequila Cantina,30 major taylor blvd,Worcester,MA",42.2672641,-71.7977111
Mexican,Dinner With District Colleagues,1/16/17,Mezcal Tequila Cantina,20 central st,90.44,Dinner With District Colleagues,Leominster,MA,1453,,,"Mezcal Tequila Cantina,20 central st,Leominster,MA",42.524616,-71.7590276
Mexican,Dinner with Tami Gouviea  to discuss politics,6/5/17,Mezcal Tequila Cantina,30 major taylor blvd,49.13,Dinner with Tami Gouviea  to discuss politics,Worcester,MA,1608,,,"Mezcal Tequila Cantina,30 major taylor blvd,Worcester,MA",42.2672641,-71.7977111
Mexican,Food Dem. State Convention Event,6/2/17,Mezcal Tequila Cantina,30 major taylor blvd,12.7,Food Dem. State Convention Event,Worcester,MA,1608,,,"Mezcal Tequila Cantina,30 major taylor blvd,Worcester,MA",42.2672641,-71.7977111
Mexican,Dinner W/ Colleagues Following Black & Latino Caucus Event,4/10/17,Mi Salvador Mexicano,222 brdway,321.84,Dinner W/ Colleagues Following Black & Latino Caucus Event,Chelsea,MA,2150,,,"Mi Salvador Mexicano,222 brdway,Chelsea,MA",42.3904093,-71.0385873
Coffee,food,1/5/17,Mike's Donuts,1524 tremont st,46.1,Coffee and Donuts For Meeting of Special Commission On Provider Price Variation,Boston,MA,2120,,,"Mike's Donuts,1524 tremont st,Boston,MA",42.3322753,-71.0999183
Coffee,food,1/5/17,Mike's Donuts,1524 tremont st,9.99,Coffee and Donuts For Meeting of Special Commission On Provider Price Variation,Boston,MA,2120,,,"Mike's Donuts,1524 tremont st,Boston,MA",42.3322753,-71.0999183
Coffee,food,5/15/17,Mike's Donuts,1524 tremont st,64,Coffee and Donuts For Meeting With Advocates,Boston,MA,2120,,,"Mike's Donuts,1524 tremont st,Boston,MA",42.3322753,-71.0999183
Coffee,food,3/20/17,Mike's Donuts,1524 tremont st,52.08,Coffee and Donuts For State House Staff,Boston,MA,2120,,,"Mike's Donuts,1524 tremont st,Boston,MA",42.3322753,-71.0999183
Coffee,food,5/26/17,Mike's Donuts,1524 tremont st,31.25,Coffee and Donuts for State House Staff,Boston,MA,2120,,,"Mike's Donuts,1524 tremont st,Boston,MA",42.3322753,-71.0999183
Coffee,food,5/26/17,Mike's Donuts,1524 tremont st,9.99,Coffee and Donuts for State House Staff,Boston,MA,2120,,,"Mike's Donuts,1524 tremont st,Boston,MA",42.3322753,-71.0999183
Coffee,food,7/11/16,Mike's Donuts,tremont st,66.93,Coffee and doughnots for community meeting,Boston,MA,,,,"Mike's Donuts,1524 tremont st,Boston,MA",42.3322753,-71.0999183
Coffee,food,9/21/16,Mike's Donuts,tremont st,58.97,Coffee and Doughnuts For Community Meeting,Boston,MA,2120,,,"Mike's Donuts,1524 tremont st,Boston,MA",42.3322753,-71.0999183
Coffee,food,9/27/16,Mike's Donuts,tremont st,34.47,Coffee and Doughnuts For Community Meeting,Boston,MA,2120,,,"Mike's Donuts,1524 tremont st,Boston,MA",42.3322753,-71.0999183
Coffee,"Coffee Donuts, Sandwichs For Polling Workers",9/8/16,Mike's Donuts,1524a tremont st,450,"Coffee Donuts, Sandwichs For Polling Workers",Boston,MA,2120,,,"Mike's Donuts,1524 tremont st,Boston,MA",42.3322753,-71.0999183
Coffee,Food,11/25/17,Mike's Donuts,1524a tremont st,150,Election Day Poll Workers Coffee and Donuts,Boston,MA,2120,,,"Mike's Donuts,1524 tremont st,Boston,MA",42.3322753,-71.0999183
Coffee,Jp Clean Up Coffee and Donuts,8/21/17,Mike's Donuts,1524a tremont st,110,Jp Clean Up Coffee and Donuts,Boston,MA,2120,,,"Mike's Donuts,1524 tremont st,Boston,MA",42.3322753,-71.0999183
Coffee,Jp Clean-up Coffee and Donuts For Volunteers,6/1/16,Mike's Donuts,1524a tremont st,114,Jp Clean-up Coffee and Donuts For Volunteers,Boston,MA,2120,,,"Mike's Donuts,1524 tremont st,Boston,MA",42.3322753,-71.0999183
Bars,Dinner for volunteer to discuss campaign,6/7/16,Minuteman Lounge - Holiday Inn,242 adams pl,22.13,Dinner for volunteer to discuss campaign,Boxborough,MA,1719,,,"Minuteman Grille,242 adams pl,Boxborough,MA",42.4816403,-71.545667
Bars,Restaurant,6/7/16,Minuteman Lounge - Holiday Inn,242 adams pl,63.22,Dinner with volunteers to discuss campaign,Boxborough,MA,1719,,,"Minuteman Grille,242 adams pl,Boxborough,MA",42.4816403,-71.545667
Italian,Pizza for SBLI summer fundraiser,8/30/17,Mirasola's,200 l st,40,Pizza for SBLI summer fundraiser,Boston,MA,02127-4213,,,"Mirasola's,200 l st,Boston,MA",42.331368,-71.035086
Japanese,Food,5/10/16,Mission Sushi,1625 tremont st,72.94,Lunch with colleagues on legislative matters,Boston,MA,2120,,,"Mission Sushi,1625 tremont st,Boston,MA",42.333933,-71.103529
Italian,Food,9/30/16,Modern Pastry,257 hanover st,75.5,Catering Expense for Constituency Event (Italian Heritage Month),Boston,MA,2113,,,"Modern Pastry,257 hanover st,Boston,MA",42.363256,-71.0547298
Italian,Pizza for turkey drive,11/25/16,Molinari's,789 adams st,239.88,Pizza for turkey drive,Boston,MA,2124,,,"Molinari's,789 adams st,Boston,MA",42.2832473,-71.0559501
Steakhouse,Food,4/13/16,Mooo,15 beacon st,104.67,Adult Care Meeting Lunch,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,restaurants,12/20/17,Mooo,15 beacon st,"1,391.40",Christmas Luncheon for Staff,Boston,MA,2101,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Dinner with advocate to discuss legislative issue,2/21/17,Mooo,15 beacon st,84,Dinner with advocate to discuss legislative issue,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Dinner With Advocates To Discuss Legislation,11/30/16,Mooo,15 beacon st,190,Dinner With Advocates To Discuss Legislation,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Dinner With Colleague To Discuss Chicopee Issues and Eco Dev Bill,6/1/16,Mooo,15 beacon st,219.39,Dinner With Colleague To Discuss Chicopee Issues and Eco Dev Bill,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Dinner with colleague to discuss leadership matter,1/24/17,Mooo,15 beacon st,282,Dinner with colleague to discuss leadership matter,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Restaurant,2/25/16,Mooo,15 beacon st,679,Dinner with Colleagues after Session,Boston,MA,2101,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Dinner With Colleagues To Discuss Campaigns,9/30/16,Mooo,15 beacon st,270,Dinner With Colleagues To Discuss Campaigns,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Dinner With Colleagues To Discuss Dfs,6/15/16,Mooo,15 beacon st,126.65,Dinner With Colleagues To Discuss Dfs,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Restaurant,12/7/17,Mooo,15 beacon st,66.64,Dinner With Colleagues To Discuss Legislation,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Dinner with new members to discuss legislative session,1/25/17,Mooo,15 beacon st,340,Dinner with new members to discuss legislative session,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Food and beverages with consultants,1/27/16,Mooo,15 beacon st,145,Food and beverages with consultants,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Food and beverages with consultants,3/1/16,Mooo,15 beacon st,145,Food and beverages with consultants,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Food,6/2/17,Mooo,15 beacon st,90,Food and Refreshments With Colleague To Discuss Legislative Issue,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Food with colleague on legistative issues,5/25/16,Mooo,15 beacon st,64.07,Food with colleague on legistative issues,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Inauguration Day Dinner,1/4/17,Mooo,15 beacon st,463.5,Inauguration Day Dinner,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Lunch For Campaign Workers After March,1/23/17,Mooo,15 beacon st,266.66,Lunch For Campaign Workers After March,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Lunch With Aide,8/9/16,Mooo,15 beacon st,100,Lunch With Aide,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Lunch with Colleague Expense,9/20/16,Mooo,15 beacon st,81.34,Lunch with Colleague Expense,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Lunch with colleague to discuss legislation,6/21/16,Mooo,15 beacon st,46,Lunch with colleague to discuss legislation,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Food,4/4/16,Mooo,15 beacon st,120.58,Lunch with colleagues on legislative matters,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Food,4/12/16,Mooo,15 beacon st,103.81,Lunch with colleagues on legislative matters,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Food,7/13/16,Mooo,15 beacon st,92.45,Lunch with constituent re: BLS issue / search committee,Boston,MA,02108-2902,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Lunch with Public Safety Committee colleagues discussing prior hearing,12/19/17,Mooo,15 beacon st,92.04,Lunch with Public Safety Committee colleagues discussing prior hearing,Boston,MA,2133,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Food,10/11/17,Mooo,15 beacon st,117.37,Meeting Expense Meals,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,food,12/5/17,Mooo,15 beacon st,80,Refreshments with colleagues,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Staff Appreciation Luncheon,1/5/17,Mooo,15 beacon st,463.49,Staff Appreciation Luncheon,Boston,MA,2109,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Staff dinner mtg re: budget.,4/25/16,Mooo,15 beacon st,206.2,Staff dinner mtg re: budget.,Boston,MA,02108-2902,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Staff lunch to discuss district schedule,3/4/16,Mooo,15 beacon st,24.33,Staff lunch to discuss district schedule,Boston,MA,02108-2902,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Thank you dinner for campaign staff.,5/4/16,Mooo,15 beacon st,125.79,Thank you dinner for campaign staff.,Boston,MA,02108-2902,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,restaurant,6/21/17,Mooo,15 beacon st,197.92,Unsung Heroines Luncheon,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Steakhouse,Food,10/5/16,Mooo,15 beacon st,31.56,Lunch with supporters,Boston,MA,2108,,,"Mooo,15 beacon st,Boston,MA",42.3583772,-71.0619584
Italian,food,2/16/17,Mother's Pizza,524 franklin st,72.23,Pizza For Meting With Wakefield Hs Democrats,Melrose,MA,2176,,,"Mother's Pizza,524 franklin st,Melrose,MA",42.468709,-71.0690992
Italian,pizza for late night working on bill,2/26/16,My Pizza,school st,73.08,pizza for late night working on bill,Boston,ma,2101,,,"My Pizza,school st,Boston,ma",42.3592644,-71.0590537
Chinese,Dinner with volunteers to discuss  Progressive Mass,1/30/17,Name,695 washington st,52.32,Dinner with volunteers to discuss  Progressive Mass,Boston,MA,2111,,,"Name,695 washington st,Boston,MA",42.3512494,-71.0631047
Japanese,Staff Scheduling lunch meeting,12/18/17,Nana Japanese Steak House,199 boston rd,54.2,Staff Scheduling lunch meeting,Billerica,MA,1821,,,"Nana Japanese Steak House,199 boston rd,Billerica,MA",42.5804537,-71.2893473
Italian,food,3/31/16,Nana's Pizza,416 main st,192.46,Pizza for Community Event,Everett,MA,2149,,,"Nana's Pizza,416 main st,Everett,MA",42.41472,-71.0643346
Italian,food,7/3/17,Nana's Pizza,416 main st,163.78,Pizza for Community Event,Everett,MA,2149,,,"Nana's Pizza,416 main st,Everett,MA",42.41472,-71.0643346
Italian,food,6/20/16,Nana's Pizza,416 main st,147.14,Pizza for Community Event,Everett,MA,2149,,,"Nana's Pizza,416 main st,Everett,MA",42.41472,-71.0643346
Italian,food,11/9/17,Nana's Pizza,416 main st,405.96,Pizza For Election Day Party,Everett,MA,2149,,,"Nana's Pizza,416 main st,Everett,MA",42.41472,-71.0643346
Italian,Lunch with organizers,2/10/17,Napoli Deli,,31.23,Lunch with organizers,Shrewsbury,MA,1545,,,"Napoli Italian Deli and Catering,79 south quinsigamond rd,Shrewsbury,MA",42.2691427,-71.7503062
